id_produto,nome_produto,sku,id_categoria,fornecedor,preco,peso_kg,estoque_disponivel,ativo,precisa_revisao,data_cadastro_produto,total_pedidos,receita_total,ticket_medio,total_unidades_vendidas,total_avaliacoes,media_nota_produto,media_nota_nps,pct_recomendacoes_sim,total_tickets,media_tempo_resolucao_horas,media_nota_suporte,timestamp_ingestion_gold
PROD-0493,Sofa Modular,MOVE-SOFA-MOVEISPLUS-0493,CATEG-0007,Moveisplus Distribuidora,4560.00,59.38,207,Não,Não,2020-02-10,48,514207.51,10712.66,128,25,3.24,7.16,76.0,2,28.55,2.5,2026-05-16 20:42:35.119941
PROD-0494,Aspirador De Pó Sem Fio,NULL-ASPIRADOR-DECOR-0494,CATEG-0008,Decor Import,451.00,-1.0,34,Sim,Sim,2021-09-06,129,139502.38,1081.41,386,66,3.58,7.06,74.24,10,44.34,2.9,2026-05-16 20:42:35.119941
PROD-0495,Cama De Casal Queen Size,MOVE-CAMA-MOVEISPLUS-0495,CATEG-0007,Moveisplus Distribuidora,3690.00,59.9,241,Sim,Não,2025-05-03,46,392512.65,8532.88,126,30,3.83,7.83,80.0,1,,-1.0,2026-05-16 20:42:35.119941
PROD-0496,Kit Churrasco 10 Pecas,CASA-KIT-CASA-0496,CATEG-0004,Casa & Cia Distribuidora,109.00,1.07,331,Sim,Não,2025-09-12,274,67300.02,245.62,699,145,3.67,7.38,77.93,22,67.81,3.45,2026-05-16 20:42:35.119941
PROD-0497,Smartphone Pro Max 512gb,ELET-SMARTPHONE-SHENZHEN-0497,CATEG-0005,Shenzhen Connect Brasil,3614.00,0.77,446,Sim,Não,2021-04-10,2962,23246215.96,7848.15,8068,1436,3.47,6.82,70.13,630,72.17,3.09,2026-05-16 20:42:35.119941
PROD-0498,Mochila De Hidratacao,ESPO-MOCHILA-ATLÉTICA-0498,CATEG-0006,Atlética Import Ltda,300.00,6.08,109,Sim,Não,2020-04-09,294,184985.69,629.2,731,143,3.57,7.06,76.22,15,59.31,3.6,2026-05-16 20:42:35.119941
PROD-0499,Perfume Importado 200ml,BELE-PERFUME-BELEZA-0499,CATEG-0002,Beleza Total Atacado,220.00,1.24,106,Sim,Não,2022-06-10,319,162505.6,509.42,852,157,3.55,7.05,74.52,23,55.43,3.52,2026-05-16 20:42:35.119941
PROD-0500,Suporte Veicular Magnetico,AUTO-SUPORTE-AUTOMOTIVO-0500,CATEG-0001,Automotivo Import,90.00,15.87,435,Não,Não,2024-05-28,631,136527.77,216.37,1743,335,3.58,6.92,71.64,52,56.34,3.4,2026-05-16 20:42:35.119941
PROD-0501,Boneca De Pano 35cm,BRIN-BONECA-FUN-0501,CATEG-0003,Fun Kids Distribuidora,64.00,0.93,404,Sim,Não,2025-09-13,573,81673.84,142.54,1556,284,3.71,7.26,75.7,44,53.29,3.36,2026-05-16 20:42:35.119941
PROD-0502,Mesa Escritorio Em L,MOVE-MESA-MOVEISPLUS-0502,CATEG-0007,Moveisplus Distribuidora,728.00,17.15,51,Sim,Não,2025-09-05,135,205527.15,1522.42,344,66,3.56,6.67,69.7,13,98.35,2.85,2026-05-16 20:42:35.119941
PROD-0503,Tablet Infantil 7 Polegadas,ELET-TABLET-SHENZHEN-0503,CATEG-0005,Shenzhen Connect Brasil,676.00,-1.0,28,Sim,Sim,2022-04-06,1669,2490769.82,1492.37,4491,786,3.46,6.9,70.1,350,69.51,3.02,2026-05-16 20:42:35.119941
PROD-0504,Vestido De Festa Longo,VEST-VESTIDO-MODA-0504,CATEG-0009,Moda Brasil Atacado,-1.00,1.71,176,Sim,Não,2025-06-26,585,131198.47,224.27,1663,291,3.65,7.26,77.32,44,66.61,3.32,2026-05-16 20:42:35.119941
PROD-0505,Kit Churrasco Eletrico,CASA-KIT-CASA-0505,CATEG-0004,Casa & Cia Distribuidora,-1.00,7.57,368,Sim,Não,2022-03-22,603,136393.91,226.19,1627,313,3.61,7.16,74.44,52,57.69,3.19,2026-05-16 20:42:35.119941
PROD-0506,Sapatilha Feminina,VEST-SAPATILHA-FASHION-0506,CATEG-0009,Fashion Import Ltda,137.00,1.85,470,Sim,Não,2021-07-30,285,86700.97,304.21,811,141,3.62,7.09,78.01,23,70.24,3.43,2026-05-16 20:42:35.119941
PROD-0507,Câmera De Acao 4k,ELET-CÂMERA-TECHBRASIL-0507,CATEG-0005,Techbrasil Distribuidora,1400.00,3.11,298,Sim,Não,2020-06-17,3473,10606281.45,3053.92,9460,1729,3.67,7.18,75.88,293,55.46,3.41,2026-05-16 20:42:35.119941
PROD-0508,Kit Yoga Completo,ESPO-KIT-ESPORTE-0508,CATEG-0006,Esporte Total Ltda,184.00,6.28,274,Não,Não,2019-09-08,289,121856.25,421.65,831,151,3.68,7.27,76.82,22,58.82,3.0,2026-05-16 20:42:35.119941
PROD-0509,Creme Corporal Premium,BELE-CREME-PERFUMES-0509,CATEG-0002,Perfumes & Cia,101.00,0.29,167,Não,Não,2022-03-11,300,71703.24,239.01,821,165,3.68,6.93,75.15,31,69.76,2.65,2026-05-16 20:42:35.119941
PROD-0510,Suporte Para Moto,AUTO-SUPORTE-AUTOMOTIVO-0510,CATEG-0001,Automotivo Import,107.00,2.61,241,Sim,Não,2022-02-14,299,72852.41,243.65,776,155,3.81,7.68,81.94,19,41.98,3.53,2026-05-16 20:42:35.119941
PROD-0511,Fantoche Kit 6 Personagens,BRIN-FANTOCHE-FUN-0511,CATEG-0003,Fun Kids Distribuidora,163.00,1.95,128,Sim,Não,2018-08-18,303,110410.58,364.39,828,144,3.63,7.19,77.08,23,58.46,3.74,2026-05-16 20:42:35.119941
PROD-0512,Rack Suspenso Para Tv,MOVE-RACK-MOVEISPLUS-0512,CATEG-0007,Moveisplus Distribuidora,622.00,69.5,87,Não,Não,2025-08-29,123,166804.47,1356.13,332,59,3.9,7.8,84.75,13,54.97,3.85,2026-05-16 20:42:35.119941
PROD-0513,Smart Tv 65 Polegadas,ELET-SMART-GLOBAL-0513,CATEG-0005,Global Electronics Ltda,-1.00,4.36,0,Sim,Não,2025-04-22,1888,419807.06,222.36,5195,918,3.65,7.12,73.97,210,64.98,3.41,2026-05-16 20:42:35.119941
PROD-0514,Conjunto Esportivo Feminino,VEST-CONJUNTO-FASHION-0514,CATEG-0009,Fashion Import Ltda,-1.00,1.09,233,Não,Não,2025-11-25,560,118940.53,212.39,1447,287,3.68,7.22,78.75,51,64.0,3.43,2026-05-16 20:42:35.119941
PROD-0515,Difusor De Aromas,CASA-DIFUSOR-UTILIDADES-0515,CATEG-0004,Utilidades Do Lar Ltda,166.00,8.25,339,Não,Não,2020-06-09,295,113042.44,383.19,795,130,3.62,7.18,76.15,24,73.99,3.54,2026-05-16 20:42:35.119941
PROD-0516,Velocipede Infantil,BRIN-VELOCIPEDE-BRINQUEDOS-0516,CATEG-0003,Brinquedos Do Brasil Ltda,236.00,7.44,70,Sim,Não,2020-02-15,305,164100.71,538.04,833,152,3.59,6.97,73.68,13,73.27,3.62,2026-05-16 20:42:35.119941
PROD-0517,Monitor Gamer 144hz,ELET-MONITOR-GLOBAL-0517,CATEG-0005,Global Electronics Ltda,1233.00,3.66,0,Sim,Não,2025-11-11,3254,8443337.04,2594.76,8704,1646,3.65,7.22,76.18,319,64.84,3.39,2026-05-16 20:42:35.119941
